pair,date,month,side,outcome,tie,k,y,arm
EURUSD,2023-01-09,2023-01,top,continuation,False,3,0,any
EURUSD,2023-07-12,2023-07,top,continuation,False,1,0,any
EURUSD,2023-09-27,2023-09,bottom,reversal,False,1,1,any
EURUSD,2023-10-02,2023-10,bottom,reversal,False,3,1,any
EURUSD,2023-11-14,2023-11,top,continuation,False,5,0,any
EURUSD,2023-12-27,2023-12,top,reversal,False,3,1,any
EURUSD,2024-04-12,2024-04,bottom,reversal,False,7,1,any
EURUSD,2024-08-13,2024-08,top,continuation,False,4,0,any
EURUSD,2024-11-13,2024-11,bottom,continuation,False,6,0,any
EURUSD,2024-12-18,2024-12,bottom,reversal,False,2,1,any
EURUSD,2025-01-02,2025-01,bottom,reversal,False,2,1,any
EURUSD,2025-03-05,2025-03,top,continuation,False,2,0,any
EURUSD,2025-03-11,2025-03,top,reversal,False,2,1,any
EURUSD,2025-04-03,2025-04,top,reversal,False,1,1,any
EURUSD,2025-04-10,2025-04,top,continuation,False,1,0,any
EURUSD,2026-01-27,2026-01,top,reversal,False,1,1,any
EURUSD,2026-03-13,2026-03,bottom,reversal,False,1,1,any
EURUSD,2026-06-23,2026-06,bottom,reversal,False,7,1,any
EURUSD,2026-08-03,2026-08,bottom,reversal,False,4,1,any
EURUSD,2026-08-19,2026-08,top,reversal,False,7,1,any
GBPUSD,2021-01-28,2021-01,top,reversal,False,5,1,any
GBPUSD,2021-02-09,2021-02,top,continuation,False,4,0,any
GBPUSD,2021-02-18,2021-02,top,continuation,False,2,0,any
GBPUSD,2021-09-29,2021-09,bottom,reversal,False,2,1,any
GBPUSD,2021-11-22,2021-11,bottom,continuation,False,3,0,any
GBPUSD,2022-03-07,2022-03,bottom,reversal,False,8,1,any
GBPUSD,2022-04-22,2022-04,bottom,continuation,False,1,0,any
GBPUSD,2022-05-16,2022-05,bottom,reversal,False,1,1,any
GBPUSD,2022-05-18,2022-05,bottom,reversal,False,1,1,any
GBPUSD,2022-06-10,2022-06,bottom,continuation,False,1,0,any
GBPUSD,2022-07-05,2022-07,bottom,continuation,False,5,0,any
GBPUSD,2022-07-13,2022-07,bottom,reversal,False,3,1,any
GBPUSD,2022-09-21,2022-09,bottom,continuation,False,2,0,any
GBPUSD,2023-06-16,2023-06,top,reversal,False,2,1,any
GBPUSD,2023-07-11,2023-07,top,continuation,False,2,0,any
GBPUSD,2023-12-27,2023-12,top,reversal,False,2,1,any
GBPUSD,2024-03-06,2024-03,top,continuation,False,1,0,any
GBPUSD,2024-04-19,2024-04,bottom,reversal,False,2,1,any
GBPUSD,2024-07-11,2024-07,top,continuation,False,1,0,any
GBPUSD,2024-08-21,2024-08,top,continuation,False,2,0,any
GBPUSD,2024-09-19,2024-09,top,continuation,False,3,0,any
GBPUSD,2024-11-12,2024-11,bottom,continuation,False,2,0,any
GBPUSD,2024-11-15,2024-11,bottom,continuation,False,5,0,any
GBPUSD,2025-01-02,2025-01,bottom,reversal,False,2,1,any
GBPUSD,2025-01-10,2025-01,bottom,continuation,False,1,0,any
GBPUSD,2025-04-03,2025-04,top,reversal,False,1,1,any
GBPUSD,2025-04-14,2025-04,top,continuation,False,5,0,any
GBPUSD,2025-06-02,2025-06,top,reversal,False,11,1,any
GBPUSD,2025-10-30,2025-10,bottom,continuation,False,3,0,any
GBPUSD,2026-01-26,2026-01,top,continuation,False,1,0,any
GBPUSD,2026-05-08,2026-05,top,reversal,False,2,1,any
GBPUSD,2026-06-17,2026-06,bottom,continuation,False,1,0,any
USDJPY,2021-02-25,2021-02,top,continuation,False,2,0,any
USDJPY,2021-03-04,2021-03,top,continuation,False,1,0,any
USDJPY,2021-03-30,2021-03,top,continuation,False,1,0,any
USDJPY,2021-04-07,2021-04,top,reversal,False,1,1,any
USDJPY,2021-09-29,2021-09,top,reversal,False,1,1,any
USDJPY,2021-10-11,2021-10,top,continuation,False,4,0,any
USDJPY,2021-10-22,2021-10,top,continuation,False,2,0,any
USDJPY,2021-11-16,2021-11,top,reversal,False,1,1,any
USDJPY,2021-11-22,2021-11,top,reversal,False,4,1,any
USDJPY,2022-01-04,2022-01,top,reversal,False,3,1,any
USDJPY,2022-03-11,2022-03,top,continuation,False,1,0,any
USDJPY,2022-03-22,2022-03,top,continuation,False,2,0,any
USDJPY,2022-03-28,2022-03,top,reversal,False,1,1,any
USDJPY,2022-04-11,2022-04,top,continuation,False,4,0,any
USDJPY,2022-04-19,2022-04,top,reversal,False,1,1,any
USDJPY,2022-04-25,2022-04,top,reversal,False,2,1,any
USDJPY,2022-05-17,2022-05,top,reversal,False,1,1,any
USDJPY,2022-06-01,2022-06,top,continuation,False,3,0,any
USDJPY,2022-06-17,2022-06,top,continuation,False,2,0,any
USDJPY,2022-09-06,2022-09,top,continuation,False,1,0,any
USDJPY,2022-09-30,2022-09,top,continuation,False,8,0,any
USDJPY,2022-10-13,2022-10,top,continuation,False,1,0,any
USDJPY,2022-11-11,2022-11,bottom,reversal,False,1,1,any
USDJPY,2022-12-30,2022-12,bottom,reversal,False,4,1,any
USDJPY,2023-06-22,2023-06,top,continuation,False,4,0,any
USDJPY,2023-09-15,2023-09,top,continuation,False,6,0,any
USDJPY,2023-11-10,2023-11,top,reversal,False,2,1,any
USDJPY,2023-12-07,2023-12,bottom,continuation,False,1,0,any
USDJPY,2023-12-14,2023-12,bottom,reversal,False,3,1,any
USDJPY,2024-04-16,2024-04,top,reversal,False,3,1,any
USDJPY,2024-04-26,2024-04,top,continuation,True,1,0,any
USDJPY,2024-06-26,2024-06,top,continuation,False,5,0,any
USDJPY,2024-07-24,2024-07,bottom,continuation,False,1,0,any
USDJPY,2024-07-31,2024-07,bottom,continuation,False,2,0,any
USDJPY,2024-11-29,2024-11,bottom,reversal,False,7,1,any
USDJPY,2024-12-19,2024-12,top,reversal,False,18,1,any
USDJPY,2025-03-06,2025-03,bottom,reversal,False,8,1,any
USDJPY,2025-04-10,2025-04,bottom,continuation,False,1,0,any
USDJPY,2025-04-21,2025-04,bottom,reversal,False,2,1,any
USDJPY,2025-10-08,2025-10,top,reversal,False,2,1,any
USDJPY,2025-11-10,2025-11,top,continuation,False,5,0,any
USDJPY,2025-11-19,2025-11,top,reversal,False,4,1,any
USDJPY,2026-01-27,2026-01,bottom,reversal,False,1,1,any
USDJPY,2026-07-23,2026-07,top,reversal,False,5,1,any
USDJPY,2026-07-31,2026-07,bottom,continuation,False,1,0,any
USDCAD,2021-05-06,2021-05,bottom,continuation,False,4,0,any
USDCAD,2021-07-15,2021-07,top,continuation,False,2,0,any
USDCAD,2021-08-19,2021-08,top,continuation,False,1,0,any
USDCAD,2021-11-26,2021-11,top,reversal,False,7,1,any
USDCAD,2022-09-20,2022-09,top,continuation,False,1,0,any
USDCAD,2023-03-08,2023-03,top,reversal,False,3,1,any
USDCAD,2023-06-15,2023-06,bottom,continuation,False,5,0,any
USDCAD,2023-10-04,2023-10,top,reversal,False,2,1,any
USDCAD,2023-10-27,2023-10,top,reversal,False,4,1,any
USDCAD,2023-12-19,2023-12,bottom,continuation,False,3,0,any
USDCAD,2024-02-13,2024-02,top,reversal,False,2,1,any
USDCAD,2024-04-12,2024-04,top,continuation,False,2,0,any
USDCAD,2024-08-23,2024-08,bottom,continuation,False,2,0,any
USDCAD,2024-11-15,2024-11,top,reversal,False,1,1,any
USDCAD,2024-12-06,2024-12,top,continuation,False,5,0,any
USDCAD,2024-12-17,2024-12,top,continuation,False,1,0,any
USDCAD,2025-01-30,2025-01,top,reversal,False,1,1,any
USDCAD,2025-04-11,2025-04,bottom,timeout,False,20,0,any
USDCAD,2025-06-04,2025-06,bottom,continuation,False,7,0,any
USDCAD,2025-12-05,2025-12,bottom,continuation,False,5,0,any
USDCAD,2026-01-27,2026-01,bottom,continuation,False,2,0,any
USDCAD,2026-06-05,2026-06,top,continuation,False,4,0,any
USDCAD,2026-06-17,2026-06,top,continuation,False,2,0,any
USDCAD,2026-08-07,2026-08,bottom,continuation,False,5,0,any
USDCAD,2026-08-19,2026-08,bottom,continuation,False,2,0,any
NZDUSD,2021-02-16,2021-02,top,continuation,False,3,0,any
NZDUSD,2021-06-18,2021-06,bottom,reversal,False,2,1,any
NZDUSD,2021-11-26,2021-11,bottom,continuation,False,5,0,any
NZDUSD,2022-01-27,2022-01,bottom,reversal,False,3,1,any
NZDUSD,2022-04-26,2022-04,bottom,continuation,False,2,0,any
NZDUSD,2022-06-13,2022-06,bottom,reversal,False,3,1,any
NZDUSD,2022-09-21,2022-09,bottom,continuation,False,2,0,any
NZDUSD,2023-12-19,2023-12,top,continuation,False,6,0,any
NZDUSD,2024-12-18,2024-12,bottom,reversal,False,11,1,any
NZDUSD,2025-01-09,2025-01,bottom,continuation,False,1,0,any
NZDUSD,2025-01-17,2025-01,bottom,reversal,False,1,1,any
NZDUSD,2025-04-15,2025-04,top,continuation,False,4,0,any
NZDUSD,2025-06-30,2025-06,top,reversal,False,3,1,any
NZDUSD,2025-11-04,2025-11,bottom,reversal,False,8,1,any
NZDUSD,2026-01-22,2026-01,top,continuation,False,2,0,any
AUDUSD,2021-02-19,2021-02,top,continuation,False,2,0,any
AUDUSD,2021-03-08,2021-03,top,continuation,False,2,0,any
AUDUSD,2021-06-18,2021-06,bottom,reversal,False,1,1,any
AUDUSD,2021-07-08,2021-07,bottom,reversal,False,2,1,any
AUDUSD,2021-07-20,2021-07,bottom,reversal,False,2,1,any
AUDUSD,2021-08-19,2021-08,bottom,reversal,False,2,1,any
AUDUSD,2021-11-10,2021-11,bottom,continuation,False,5,0,any
AUDUSD,2021-11-29,2021-11,bottom,continuation,False,1,0,any
AUDUSD,2022-01-26,2022-01,bottom,continuation,False,1,0,any
AUDUSD,2022-04-01,2022-04,top,continuation,False,2,0,any
AUDUSD,2022-09-23,2022-09,bottom,continuation,False,2,0,any
AUDUSD,2023-03-07,2023-03,bottom,reversal,False,4,1,any
AUDUSD,2024-09-30,2024-09,top,reversal,False,3,1,any
AUDUSD,2024-12-06,2024-12,bottom,reversal,False,1,1,any
AUDUSD,2024-12-18,2024-12,bottom,reversal,False,11,1,any
AUDUSD,2025-01-08,2025-01,bottom,continuation,False,2,0,any
AUDUSD,2025-04-04,2025-04,bottom,continuation,True,1,0,any
AUDUSD,2026-01-06,2026-01,top,reversal,False,2,1,any
AUDUSD,2026-01-22,2026-01,top,continuation,False,1,0,any
AUDUSD,2026-02-19,2026-02,top,continuation,False,4,0,any
AUDUSD,2026-03-11,2026-03,top,reversal,False,2,1,any
AUDUSD,2026-03-18,2026-03,top,continuation,False,1,0,any
USDCHF,2021-03-04,2021-03,top,continuation,False,2,0,any
USDCHF,2022-04-19,2022-04,top,reversal,False,1,1,any
USDCHF,2022-04-21,2022-04,top,continuation,False,2,0,any
USDCHF,2022-04-27,2022-04,top,continuation,False,1,0,any
USDCHF,2022-05-23,2022-05,top,reversal,False,4,1,any
USDCHF,2022-06-13,2022-06,top,reversal,False,1,1,any
USDCHF,2022-11-11,2022-11,bottom,reversal,False,4,1,any
USDCHF,2023-02-01,2023-02,bottom,reversal,False,2,1,any
USDCHF,2023-04-13,2023-04,bottom,reversal,False,2,1,any
USDCHF,2023-07-12,2023-07,bottom,continuation,False,1,0,any
USDCHF,2023-09-25,2023-09,top,continuation,False,2,0,any
USDCHF,2023-12-19,2023-12,bottom,continuation,False,3,0,any
USDCHF,2023-12-27,2023-12,bottom,continuation,False,1,0,any
USDCHF,2024-02-13,2024-02,top,reversal,False,2,1,any
USDCHF,2024-03-21,2024-03,top,continuation,False,3,0,any
USDCHF,2024-04-17,2024-04,top,reversal,False,2,1,any
USDCHF,2024-08-02,2024-08,bottom,continuation,False,1,0,any
USDCHF,2024-09-04,2024-09,bottom,continuation,False,2,0,any
USDCHF,2024-12-27,2024-12,top,continuation,False,3,0,any
USDCHF,2025-04-03,2025-04,bottom,continuation,False,1,0,any
USDCHF,2025-04-10,2025-04,bottom,continuation,False,1,0,any
USDCHF,2026-01-27,2026-01,bottom,reversal,False,1,1,any
USDCHF,2026-01-29,2026-01,bottom,reversal,False,1,1,any
USDCHF,2026-07-23,2026-07,top,reversal,False,5,1,any
EURJPY,2021-02-25,2021-02,top,reversal,False,1,1,any
EURJPY,2021-03-12,2021-03,top,reversal,False,2,1,any
EURJPY,2021-04-29,2021-04,top,reversal,False,3,1,any
EURJPY,2021-05-25,2021-05,top,continuation,False,2,0,any
EURJPY,2021-07-19,2021-07,bottom,reversal,False,2,1,any
EURJPY,2022-03-04,2022-03,bottom,reversal,False,3,1,any
EURJPY,2022-04-19,2022-04,top,reversal,False,4,1,any
EURJPY,2022-06-07,2022-06,top,continuation,False,1,0,any
EURJPY,2022-09-07,2022-09,top,continuation,False,3,0,any
EURJPY,2022-10-18,2022-10,top,reversal,False,3,1,any
EURJPY,2023-04-28,2023-04,top,reversal,False,4,1,any
EURJPY,2023-06-05,2023-06,top,continuation,False,6,0,any
EURJPY,2023-06-15,2023-06,top,continuation,False,1,0,any
EURJPY,2023-06-21,2023-06,top,continuation,False,4,0,any
EURJPY,2023-11-14,2023-11,top,reversal,False,3,1,any
EURJPY,2023-12-07,2023-12,bottom,continuation,False,1,0,any
EURJPY,2024-04-25,2024-04,top,continuation,False,1,0,any
EURJPY,2024-07-01,2024-07,top,continuation,False,5,0,any
EURJPY,2024-07-24,2024-07,bottom,continuation,False,1,0,any
EURJPY,2024-07-31,2024-07,bottom,continuation,False,2,0,any
EURJPY,2024-12-02,2024-12,bottom,reversal,False,2,1,any
EURJPY,2025-01-16,2025-01,bottom,reversal,False,2,1,any
EURJPY,2025-02-05,2025-02,bottom,continuation,False,1,0,any
EURJPY,2025-02-20,2025-02,bottom,continuation,False,6,0,any
EURJPY,2025-03-06,2025-03,bottom,reversal,False,3,1,any
EURJPY,2025-06-16,2025-06,top,reversal,False,3,1,any
EURJPY,2025-06-23,2025-06,top,reversal,False,1,1,any
EURJPY,2025-07-15,2025-07,top,reversal,False,5,1,any
EURJPY,2025-10-06,2025-10,top,continuation,False,1,0,any
EURJPY,2025-11-19,2025-11,top,reversal,False,2,1,any
EURJPY,2025-12-19,2025-12,top,reversal,False,2,1,any
EURJPY,2025-12-29,2025-12,top,reversal,False,8,1,any
EURJPY,2026-01-20,2026-01,top,continuation,True,3,0,any
EURJPY,2026-04-13,2026-04,top,reversal,False,4,1,any
EURJPY,2026-08-03,2026-08,bottom,reversal,False,3,1,any
GBPJPY,2021-02-04,2021-02,top,continuation,False,6,0,any
GBPJPY,2021-02-15,2021-02,top,continuation,False,1,0,any
GBPJPY,2021-02-24,2021-02,top,reversal,False,1,1,any
GBPJPY,2021-03-18,2021-03,top,reversal,False,1,1,any
GBPJPY,2021-10-15,2021-10,top,reversal,False,8,1,any
GBPJPY,2022-03-22,2022-03,top,continuation,False,4,0,any
GBPJPY,2022-04-19,2022-04,top,reversal,False,3,1,any
GBPJPY,2022-06-08,2022-06,top,reversal,False,2,1,any
GBPJPY,2022-09-23,2022-09,bottom,continuation,False,1,0,any
GBPJPY,2023-04-28,2023-04,top,reversal,False,3,1,any
GBPJPY,2023-05-25,2023-05,top,continuation,False,3,0,any
GBPJPY,2023-06-13,2023-06,top,continuation,False,2,0,any
GBPJPY,2023-06-26,2023-06,top,reversal,False,11,1,any
GBPJPY,2024-02-22,2024-02,top,reversal,False,5,1,any
GBPJPY,2024-03-04,2024-03,top,reversal,False,2,1,any
GBPJPY,2024-03-19,2024-03,top,continuation,False,1,0,any
GBPJPY,2024-04-26,2024-04,top,continuation,True,1,0,any
GBPJPY,2024-06-10,2024-06,top,continuation,False,4,0,any
GBPJPY,2024-06-21,2024-06,top,continuation,False,5,0,any
GBPJPY,2024-07-31,2024-07,bottom,continuation,False,1,0,any
GBPJPY,2025-10-07,2025-10,top,reversal,False,3,1,any
GBPJPY,2025-12-19,2025-12,top,continuation,False,16,0,any
GBPJPY,2026-01-13,2026-01,top,reversal,False,2,1,any
GBPJPY,2026-01-22,2026-01,top,reversal,False,1,1,any
GBPJPY,2026-07-15,2026-07,top,reversal,False,2,1,any
GBPJPY,2026-08-03,2026-08,bottom,reversal,False,3,1,any
CADJPY,2021-02-15,2021-02,top,continuation,False,5,0,any
CADJPY,2021-02-24,2021-02,top,reversal,False,2,1,any
CADJPY,2021-03-04,2021-03,top,continuation,False,2,0,any
CADJPY,2021-03-11,2021-03,top,continuation,False,1,0,any
CADJPY,2021-04-09,2021-04,top,reversal,False,2,1,any
CADJPY,2021-05-13,2021-05,top,continuation,False,10,0,any
CADJPY,2021-06-03,2021-06,top,reversal,False,1,1,any
CADJPY,2021-07-15,2021-07,bottom,continuation,False,2,0,any
CADJPY,2021-08-19,2021-08,bottom,continuation,False,1,0,any
CADJPY,2022-03-16,2022-03,top,continuation,False,2,0,any
CADJPY,2022-03-28,2022-03,top,reversal,False,1,1,any
CADJPY,2022-04-19,2022-04,top,reversal,False,3,1,any
CADJPY,2022-04-25,2022-04,top,reversal,False,1,1,any
CADJPY,2022-04-27,2022-04,top,continuation,False,1,0,any
CADJPY,2022-06-07,2022-06,top,continuation,False,1,0,any
CADJPY,2022-09-07,2022-09,top,reversal,False,5,1,any
CADJPY,2022-12-01,2022-12,bottom,continuation,False,6,0,any
CADJPY,2022-12-20,2022-12,bottom,reversal,False,5,1,any
CADJPY,2022-12-29,2022-12,bottom,continuation,False,1,0,any
CADJPY,2023-01-13,2023-01,bottom,reversal,False,3,1,any
CADJPY,2023-06-02,2023-06,top,reversal,False,1,1,any
CADJPY,2023-06-15,2023-06,top,continuation,False,1,0,any
CADJPY,2023-06-22,2023-06,top,reversal,False,10,1,any
CADJPY,2023-09-13,2023-09,top,continuation,False,4,0,any
CADJPY,2024-04-25,2024-04,top,continuation,False,1,0,any
CADJPY,2024-06-21,2024-06,top,continuation,False,5,0,any
CADJPY,2024-07-24,2024-07,bottom,continuation,False,1,0,any
CADJPY,2024-08-02,2024-08,bottom,continuation,False,1,0,any
CADJPY,2024-08-12,2024-08,bottom,reversal,False,3,1,any
CADJPY,2024-08-20,2024-08,bottom,reversal,False,8,1,any
CADJPY,2024-09-06,2024-09,bottom,continuation,False,3,0,any
CADJPY,2024-09-12,2024-09,bottom,continuation,False,2,0,any
CADJPY,2024-11-27,2024-11,bottom,continuation,False,3,0,any
CADJPY,2025-01-16,2025-01,bottom,reversal,False,2,1,any
CADJPY,2025-02-20,2025-02,bottom,continuation,False,3,0,any
CADJPY,2025-11-10,2025-11,top,continuation,False,6,0,any
CADJPY,2025-12-05,2025-12,top,continuation,False,2,0,any
CADJPY,2025-12-17,2025-12,top,continuation,False,2,0,any
CADJPY,2026-01-22,2026-01,top,reversal,False,1,1,any
CADJPY,2026-07-31,2026-07,bottom,continuation,False,1,0,any
AUDJPY,2021-02-19,2021-02,top,continuation,False,3,0,any
AUDJPY,2021-07-08,2021-07,bottom,reversal,False,1,1,any
AUDJPY,2021-07-19,2021-07,bottom,reversal,False,2,1,any
AUDJPY,2021-08-19,2021-08,bottom,reversal,False,2,1,any
AUDJPY,2021-10-11,2021-10,top,continuation,False,3,0,any
AUDJPY,2022-03-16,2022-03,top,continuation,False,1,0,any
AUDJPY,2022-04-19,2022-04,top,reversal,False,3,1,any
AUDJPY,2022-09-12,2022-09,top,reversal,False,1,1,any
AUDJPY,2022-12-20,2022-12,bottom,reversal,False,2,1,any
AUDJPY,2023-03-10,2023-03,bottom,reversal,False,1,1,any
AUDJPY,2023-06-13,2023-06,top,continuation,False,2,0,any
AUDJPY,2023-11-15,2023-11,top,reversal,False,1,1,any
AUDJPY,2024-04-09,2024-04,top,reversal,False,1,1,any
AUDJPY,2024-04-26,2024-04,top,continuation,True,1,0,any
AUDJPY,2024-05-27,2024-05,top,reversal,False,3,1,any
AUDJPY,2024-05-31,2024-05,top,reversal,False,2,1,any
AUDJPY,2024-06-24,2024-06,top,continuation,False,4,0,any
AUDJPY,2024-07-01,2024-07,top,continuation,False,2,0,any
AUDJPY,2024-07-24,2024-07,bottom,continuation,False,1,0,any
AUDJPY,2024-08-02,2024-08,bottom,continuation,False,1,0,any
AUDJPY,2025-04-04,2025-04,bottom,continuation,True,1,0,any
AUDJPY,2025-07-11,2025-07,top,reversal,False,4,1,any
AUDJPY,2025-10-06,2025-10,top,continuation,False,2,0,any
AUDJPY,2025-11-10,2025-11,top,continuation,False,3,0,any
AUDJPY,2025-11-26,2025-11,top,continuation,False,7,0,any
AUDJPY,2025-12-09,2025-12,top,reversal,False,2,1,any
AUDJPY,2026-01-02,2026-01,top,continuation,False,3,0,any
AUDJPY,2026-01-22,2026-01,top,reversal,False,1,1,any
AUDJPY,2026-02-03,2026-02,top,reversal,False,3,1,any
AUDJPY,2026-03-10,2026-03,top,continuation,False,1,0,any
AUDJPY,2026-04-22,2026-04,top,reversal,False,6,1,any
AUDJPY,2026-08-03,2026-08,bottom,reversal,False,1,1,any
NZDJPY,2021-02-16,2021-02,top,reversal,False,1,1,any
NZDJPY,2021-02-19,2021-02,top,continuation,False,3,0,any
NZDJPY,2021-10-14,2021-10,top,continuation,False,1,0,any
NZDJPY,2021-11-01,2021-11,top,reversal,False,1,1,any
NZDJPY,2021-11-03,2021-11,top,reversal,False,1,1,any
NZDJPY,2021-11-26,2021-11,bottom,continuation,False,5,0,any
NZDJPY,2022-03-17,2022-03,top,continuation,False,2,0,any
NZDJPY,2022-03-22,2022-03,top,continuation,False,2,0,any
NZDJPY,2022-04-19,2022-04,top,reversal,False,3,1,any
NZDJPY,2022-05-12,2022-05,bottom,reversal,False,1,1,any
NZDJPY,2022-12-20,2022-12,bottom,reversal,False,6,1,any
NZDJPY,2023-06-16,2023-06,top,reversal,False,2,1,any
NZDJPY,2023-07-04,2023-07,top,reversal,False,2,1,any
NZDJPY,2023-11-15,2023-11,top,reversal,False,1,1,any
NZDJPY,2024-02-21,2024-02,top,reversal,False,5,1,any
NZDJPY,2024-04-26,2024-04,top,continuation,True,1,0,any
NZDJPY,2024-06-11,2024-06,top,continuation,False,8,0,any
NZDJPY,2024-07-12,2024-07,top,reversal,False,2,1,any
NZDJPY,2024-07-17,2024-07,bottom,continuation,False,3,0,any
NZDJPY,2024-07-24,2024-07,bottom,continuation,False,1,0,any
NZDJPY,2024-12-02,2024-12,bottom,continuation,True,5,0,any
NZDJPY,2024-12-26,2024-12,bottom,continuation,False,3,0,any
NZDJPY,2025-01-16,2025-01,bottom,reversal,False,2,1,any
NZDJPY,2025-01-30,2025-01,bottom,reversal,False,1,1,any
NZDJPY,2025-02-06,2025-02,bottom,reversal,False,4,1,any
NZDJPY,2025-02-25,2025-02,bottom,continuation,False,2,0,any
NZDJPY,2025-03-10,2025-03,bottom,reversal,False,2,1,any
NZDJPY,2025-04-04,2025-04,bottom,continuation,False,1,0,any
NZDJPY,2025-04-10,2025-04,bottom,reversal,False,3,1,any
NZDJPY,2025-12-09,2025-12,top,reversal,False,4,1,any
NZDJPY,2026-01-21,2026-01,top,continuation,False,1,0,any
